chunk_id,subject,chapter,text
71,Chemistry,02 Structure of atom,"A continuum of radiation is passed through a sample which absorbs radiation of certain wavelengths. The missing wavelength which corresponds to the radiation absorbed by the matter, leave dark spaces in the bright continuous spectrum. The study of emission or absorption spectra is referred to as spectroscopy. The spectrum of the visible light, as discussed above, was continuous as all wavelengths (red to violet) of the visible light are represented in the spectra. The emission spectra of atoms in the gas phase, on the other hand, do not show a continuous spread of wavelength from red to violet, rather they emit light only at specific wavelengths with dark spaces between them."
72,Chemistry,02 Structure of atom,"Such spectra are called line spectra or atomic spectra because the emitted radiation is identified by the appearance of bright lines in the spectra (Fig. Line emission spectra are of great interest in the study of electronic structure. Each element has a unique line emission spectrum. The characteristic lines in atomic spectra can be used in chemical analysis to identify unknown atoms in the same way as fingerprints are used to identify people. The exact matching of lines of the emission spectrum of the atoms of a known element with the lines from an unknown sample quickly establishes the identity of the latter, German chemist, Robert Bunsen (1811-1899) was one of the first investigators to use line spectra to identify elements."
73,Chemistry,02 Structure of atom,"Elements like rubidium (Rb), caesium (Cs) thallium (Tl), indium (In), gallium (Ga) and scandium (Sc) were discovered when their minerals were analysed by spectroscopic methods. The element helium (He) was discovered in the sun by spectroscopic method. Line Spectrum of Hydrogen When an electric discharge is passed through gaseous hydrogen, the H2 molecules dissociate and the energetically excited hydrogen atoms produced emit electromagnetic radiation of discrete frequencies. The hydrogen spectrum consists of several series of lines named after their discoverers. Balmer showed in 1885 on the basis of experimental observations * The restriction of any property to discrete values is called quantization."
74,Chemistry,02 Structure of atom,"Reprint 2026-27 45 structure of atom that if spectral lines are expressed in terms of wavenumber ( ), then the visible lines of the hydrogen spectrum obey the following formula: (2.8) where n is an integer equal to or greater than 3 (i.e., n = 3,4,5,....) The series of lines described by this formula are called the Balmer series. The Balmer series of lines are the only lines in the hydrogen spectrum which appear in the visible region of the electromagnetic spectrum. The Swedish spectroscopist, Johannes Rydberg, noted that all series of lines in the hydrogen spectrum could be described by the following expression : (2.9) where n1=1,2........ n2 = n1 + 1, n1 + 2...... The value 109,677 cm–1 is called the Rydberg constant for hydrogen."
75,Chemistry,02 Structure of atom,"The first five series of lines that correspond to n1 = 1, 2, 3, 4, 5 are known as Lyman, Balmer, Paschen, Bracket and Pfund series, respectively, Table 2.3 shows these series of transitions in the hydrogen spectrum. 2.11 (page, 46) shows the Lyman, Balmer and Paschen series of transitions for hydrogen atom. Of all the elements, hydrogen atom has the simplest line spectrum. Line spectrum (a) (b) Fig. 2.10 (a) Atomic emission."
76,Chemistry,02 Structure of atom,"The light emitted by a sample of excited hydrogen atoms (or any other element) can be passed through a prism and separated into certain discrete wavelengths. Thus an emission spectrum, which is a photographic recording of the separated wavelengths is called as line spectrum. Any sample of reasonable size contains an enormous number of atoms. Although a single atom can be in only one excited state at a time, the collection of atoms contains all possible excited states. The light emitted as these atoms fall to lower energy states is responsible for the spectrum."
77,Chemistry,02 Structure of atom,"(b) Atomic absorption. When white light is passed through unexcited atomic hydrogen and then through a slit and prism, the transmitted light is lacking in intensity at the same wavelengths as are emitted in (a) The recorded absorption spectrum is also a line spectrum and the photographic negative of the emission spectrum. Table 2.3 The Spectral Lines for Atomic Hydrogen Series n1 n2 Spectral Region Lyman Balmer Paschen Brackett Pfund 1 2 3 4 5 2,3.... Ultraviolet Visible Infrared Infrared Infrared Reprint 2026-27 46 chemistry becomes more and more complex for heavier atom. There are, however, certain features which are common to all line spectra, i.e., (i) line spectrum of element is unique and (ii) there is regularity in the line spectrum of each element."
78,Chemistry,02 Structure of atom,The questions which arise are: What are the reasons for these similarities? Is it something to do with the electronic structure of atoms? These are the questions need to be answered. We shall find later that the answers to these questions provide the key in understanding electronic structure of these elements. 2.4 Bohr’s Model for Hydrogen Atom Neils Bohr (1913) was the first to explain quantitatively the general features of the structure of hydrogen atom and its spectrum.
79,Chemistry,02 Structure of atom,"He used Planck’s concept of quantisation of energy. Though the theory is not the modern quantum mechanics, it can still be used to rationalize many points in the Fig. 2.11 Transitions of the electron in the hydrogen atom (The diagram shows the Lyman, Balmer and Paschen series of transitions) atomic structure and spectra. Bohr’s model for hydrogen atom is based on the following postulates: i) The electron in the hydrogen atom can move around the nucleus in a circular path of fixed radius and energy. These paths are called orbits, stationary states or allowed energy states."
80,Chemistry,02 Structure of atom,"These orbits are arranged concentrically around the nucleus. ii) The energy of an electron in the orbit does not change with time. However, the electron will move from a lower stationary state to a higher stationary state when required amount of energy is absorbed by the electron or energy is emitted when electron moves from higher stationary state to lower stationary state (equation 2.16). The energy change does not take place in a continuous manner. Angular Momentum Just as linear momentum is the product of mass (m) and linear velocity (v), angular momentum is the product of moment of inertia (I) and angular velocity (ω)."
81,Chemistry,02 Structure of atom,"For an electron of mass me, moving in a circular path of radius r around the nucleus, angular momentum = I × ω Since I = mer2, and ω = v/r where v is the linear velocity, ∴angular momentum = mer2 × v/r = mevr iii) The frequency of radiation absorbed or emitted when transition occurs between two stationary states that differ in energy by ∆E, is given by: (2.10) Where E1 and E2 are the energies of the lower and higher allowed energy states respectively. This expression is commonly known as Bohr’s frequency rule. iv) The angular momentum of an electron is quantised. In a given stationary state it can be expressed as in equation (2.11) m r n h e v .2 n = 1,2,3..... (2.11) Reprint 2026-27 47 structure of atom Where me is the mass of electron, v is the velocity and r is the radius of the orbit in which electron is moving."
82,Chemistry,02 Structure of atom,"Thus an electron can move only in those orbits for which its angular momentum is integral multiple of h/2π. That means angular momentum is quantised. Radiation is emitted or obsorbed only when transition of electron takes place from one quantised value of angular momentum to another. Therefore, Maxwell’s electromagnetic theory does not apply here that is why only certain fixed orbits are allowed. The details regarding the derivation of energies of the stationary states used by Bohr, are quite complicated and will be discussed in higher classes."
83,Chemistry,02 Structure of atom,"However, according to Bohr’s theory for hydrogen atom: a) The stationary states for electron are numbered n = 1,2,3.......... These integral numbers (Section 2.6.2) are known as Principal quantum numbers. b) The radii of the stationary states are expressed as: rn = n2 a0 (2.12) where a0 = 52.9 pm. Thus the radius of the first stationary state, called the Bohr orbit, is 52.9 pm. Normally the electron in the hydrogen atom is found in this orbit (that is n=1)."
84,Chemistry,02 Structure of atom,"As n increases the value of r will increase. In other words the electron will be present away from the nucleus. c) The most important property associated with the electron, is the energy of its stationary state. It is given by the expression. E n n H      R 1 2 n = 1,2,3...."
85,Chemistry,02 Structure of atom,"(2.13) where RH is called Rydberg constant and its value is 2.18×10–18 J. The energy of the lowest state, also called as the ground state, is E1 = –2.18×10–18 ( 1 12 ) = –2.18×10–18 J. The energy of the stationary state for n = 2, will be : E2 = –2.18×10–18J ( 1 22 ) = –0.545×10–18 J. 2.11 depicts the energies of different stationary states or energy levels of hydrogen atom. This representation is called an energy level diagram."
86,Chemistry,02 Structure of atom,"When the electron is free from the influence of nucleus, the energy is taken as zero. The electron in this situation is associated with the stationary state of Principal Quantum number = n = ∞ and is called as ionized hydrogen atom. When the electron is attracted by the nucleus and is present in orbit n, the energy is emitted and its energy is lowered. That is the reason What does the negative electronic energy (En) for hydrogen atom mean? The energy of the electron in a hydrogen atom has a negative sign for all possible orbits (eq."
87,Chemistry,02 Structure of atom,"What does this negative sign convey? This negative sign means that the energy of the electron in the atom is lower than the energy of a free electron at rest. A free electron at rest is an electron that is infinitely far away from the nucleus and is assigned the energy value of zero. Mathematically, this corresponds to setting n equal to infinity in the equation (2.13) so that E∞=0. As the electron gets closer to the nucleus (as n decreases), En becomes larger in absolute value and more and more negative."
88,Chemistry,02 Structure of atom,"The most negative energy value is given by n=1 which corresponds to the most stable orbit. We call this the ground state. Niels Bohr (1885–1962) Niels Bohr, a Danish physicist received his Ph.D. from the University of Copenhagen in 1911. He then spent a year with J.J."
89,Chemistry,02 Structure of atom,"Thomson and Ernest Rutherford in England. In 1913, he returned to Copenhagen where he remained for the rest of his life. In 1920 he was named Director of the Institute of theoretical Physics. After first World War, Bohr worked energetically for peaceful uses of atomic energy. He received the first Atoms for Peace award in 1957."
90,Chemistry,02 Structure of atom,"Bohr was awarded the Nobel Prize in Physics in 1922. Reprint 2026-27 48 chemistry for the presence of negative sign in equation (2.13) and depicts its stability relative to the reference state of zero energy and n = ∞. d) Bohr’s theory can also be applied to the ions containing only one electron, similar to that present in hydrogen atom. For example, He+ Li2+, Be3+ and so on. The energies of the stationary states associated with these kinds of ions (also known as hydrogen like species) are given by the expression."
91,Chemistry,02 Structure of atom,"E Z n n J        2 18 10 18 2 2 . (2.14) and radii by the expression r pm n = 52 9 2 . ( ) n Z (2.15) where Z is the atomic number and has values 2,3 for the helium and lithium atoms respectively. From the above equations, it is evident that the value of energy becomes more negative and that of radius becomes smaller with increase of Z. This means that electron will be tightly bound to the nucleus."
92,Chemistry,02 Structure of atom,"e) It is also possible to calculate the velocities of electrons moving in these orbits. Although the precise equation is not given here, qualitatively the magnitude of velocity of electron increases with increase of positive charge on the nucleus and decreases with increase of principal quantum number. 2.4.1 Explanation of Line Spectrum of Hydrogen Line spectrum observed in case of hydrogen atom, as mentioned in section 2.3.3, can be explained quantitatively using Bohr’s model. According to assumption 2, radiation (energy) is absorbed if the electron moves from the orbit of smaller Principal quantum number to the orbit of higher Principal quantum number, whereas the radiation (energy) is emitted if the electron moves from higher orbit to lower orbit. The energy gap between the two orbits is given by equation (2.16) ∆E = Ef – Ei (2.16) Combining equations (2.13) and (2.16) E n n          R R H f H i 2 2 (where ni and nf stand for initial orbit and final orbits) ∆E              R J H i f i f 1 1 2 18 10 1 1 2 2 18 2 2 n n n n ."
93,Chemistry,02 Structure of atom,"(2.17) The frequency (ν) associated with the absorption and emission of the photon can be evaluated by using equation (2.18)           2 18 10 6 626 10 1 1 18 34 2 2 . J Js i f n n (2.18)        3 29 10 1 1 15 2 2 . n n i f Hz (2.19) and in terms of wavenumbers ( ) (2.20) = 3 29 10 3 10 1 1 15 1 8 2 2 .          s m s s i f n n = 1 09677 10 1 1 7 2 2 1 .        n n i f m (2.21) In case of absorption spectrum, nf > ni and the term in the parenthesis is positive and energy is absorbed."
94,Chemistry,02 Structure of atom,"On the other hand in case of emission spectrum ni > nf , ∆ E is negative and energy is released. The expression (2.17) is similar to that used by Rydberg (2.9) derived empirically using the experimental data available at that time. Further, each spectral line, whether in absorption or emission spectrum, can be associated to the particular transition in hydrogen atom. In case of large number of hydrogen atoms, different possible transitions can be observed and thus leading to large number of spectral lines. The brightness or intensity of spectral lines depends upon the number of photons of same wavelength or frequency absorbed or emitted."
95,Chemistry,02 Structure of atom,"Reprint 2026-27 49 structure of atom Problem 2.10 What are the frequency and wavelength of a photon emitted during a transition from n = 5 state to the n = 2 state in the hydrogen atom? Solution Since ni = 5 and nf = 2, this transition gives rise to a spectral line in the visible region of the Balmer series. From equation (2.17) E = = 2 18 10 1 5 1 2 4 58 10 18 2 2 19 .           J J It is an emission energy The frequency of the photon (taking energy in terms of magnitude) is given by = 6.91×1014 Hz Problem 2.11 Calculate the energy associated with the first orbit of He+. What is the radius of this orbit?"
96,Chemistry,02 Structure of atom,"Solution E Z n n J    ( . ) 2 18 10 18 2 2 atom–1 For He+, n = 1, Z = 2 E1 18 2 2 18 2 18 10 2 1 8 72 10       ( . J J The radius of the orbit is given by equation (2.15) r nm n n Z = ( . ) 0 0529 2 Since n = 1, and Z = 2 r nm nm n = = ( . 0 0529 1 2 0 02645 2 2.4.2 Limitations of Bohr’s Model Bohr’s model of the hydrogen atom was no doubt an improvement over Rutherford’s nuclear model, as it could account for the stability and line spectra of hydrogen atom and hydrogen like ions (for example, He+, Li2+, Be3+, and so on)."
97,Chemistry,02 Structure of atom,"However, Bohr’s model was too simple to account for the following points. i) It fails to account for the finer details (doublet, that is two closely spaced lines) of the hydrogen atom spectrum observed by using sophisticated spectroscopic techniques. This model is also unable to explain the spectrum of atoms other than hydrogen, for example, helium atom which possesses only two electrons. Further, Bohr’s theory was also unable to explain the splitting of spectral lines in the presence of magnetic field (Zeeman effect) or an electric field (Stark effect). ii) It could not explain the ability of atoms to form molecules by chemical bonds."
98,Chemistry,02 Structure of atom,"In other words, taking into account the points mentioned above, one needs a better theory which can explain the salient features of the structure of complex atoms. 2.5 Towards Quantum Mechanical Model of the Atom In view of the shortcoming of the Bohr’s model, attempts were made to develop a more suitable and general model for atoms. Two important developments which contributed significantly in the formulation of such a model were: 1. Dual behaviour of matter, 2. Heisenberg uncertainty principle."
99,Chemistry,02 Structure of atom,"2.5.1 Dual Behaviour of Matter The French physicist, de Broglie, in 1924 proposed that matter, like radiation, should also exhibit dual behaviour i.e., both particle and wavelike properties. This means that just as the photon has momentum as well as wavelength, electrons should also have momentum as well as wavelength, de Broglie, from this analogy, gave the following relation between wavelength (λ) and momentum (p) of a material particle. Reprint 2026-27 50 chemistry Solution According to de Brogile equation (2.22)      h mv Js kg m s ( . )( ) 6 626 10 0 1 10 34 1 = 6.626 × 10–34 m (J = kg m2 s–2) Problem 2.13 The mass of an electron is 9.1×10–31 kg. is 3.0×10–25 J, calculate its wavelength."
100,Chemistry,02 Structure of atom,Solution Since K.E. = ½ mv2 v K E kg m s kg = = 2 2 3 0 10 9 1 10 1 2 25 2 2 31 1 2 . / / m               = 812 m s–1 h m v Js 6 626 10 . 34 kg m s 9 1 10 812 ( . )( ) 1 31 = 8967 × 10–10 m = 896.7 nm Problem 2.14 Calculate the mass of a photon with wavelength 3.6 Å.
101,Chemistry,02 Structure of atom,"Solution λ = 3.6 Å = 3.6 × 10–10 m Velocity of photon = velocity of light 34 10 8 1 = 6.135 × 10–29 kg   h m h p v (2.22) where m is the mass of the particle, v its velocity and p its momentum. de Broglie’s prediction was confirmed experimentally when it was found that an electron beam undergoes diffraction, a phenomenon characteristic of waves. This fact has been put to use in making an electron microscope, which is based on the wavelike behaviour of electrons just as an ordinary microscope utilises the wave nature of light. An electron microscope is a powerful tool in modern scientific research because it achieves a magnification of about 15 million times. It needs to be noted that according to de Broglie, every object in motion has a wave character."
102,Chemistry,02 Structure of atom,"The wavelengths associated with ordinary objects are so short (because of their large masses) that their wave properties cannot be detected. The wavelengths associated with electrons and other subatomic particles (with very small mass) can however be detected experimentally. Results obtained from the following problems prove these points qualitatively. Problem 2.12 What will be the wavelength of a ball of mass 0.1 kg moving with a velocity of 10 m s–1 ? 2.5.2 Heisenberg’s Uncertainty Principle Werner Heisenberg a German physicist in 1927, stated uncertainty principle which is the consequence of dual behaviour of matter and radiation."
103,Chemistry,02 Structure of atom,"It states that it is impossible to determine simultaneously, the exact position and exact momentum (or velocity) of an electron. Mathematically, it can be given as in equation (2.23). Louis de Broglie (1892 – 1987) Louis de Broglie, a French physicist, studied history as an undergraduate in the early 1910’s. His interest turned to science as a result of his assignment to radio communications in World War I. He received his Dr."
104,Chemistry,02 Structure of atom,"from the University of Paris in 1924. He was professor of theoretical physics at the University of Paris from 1932 untill his retirement in 1962. He was awarded the Nobel Prize in Physics in 1929. Reprint 2026-27 51 structure of atom (2.23) where ∆x is the uncertainty in position and ∆px (or ∆vx) is the uncertainty in momentum (or velocity) of the particle. If the position of the electron is known with high degree of accuracy (∆x is small), then the velocity of the electron will be uncertain [∆(vx) is large]."
105,Chemistry,02 Structure of atom,"On the other hand, if the velocity of the electron is known precisely (∆(vx ) is small), then the position of the electron will be uncertain (∆x will be large). Thus, if we carry out some physical measurements on the electron’s position or velocity, the outcome will always depict a fuzzy or blur picture. The uncertainty principle can be best understood with the help of an example. Suppose you are asked to measure the thickness of a sheet of paper with an unmarked metrestick. Obviously, the results obtained would be extremely inaccurate and meaningless."
106,Chemistry,02 Structure of atom,"In order to obtain any accuracy, you should use an instrument graduated in units smaller than the thickness of a sheet of the paper. Analogously, in order to determine the position of an electron, we must use a meterstick calibrated in units of smaller than the dimensions of electron (keep in mind that an electron is considered as a point charge and is therefore, dimensionless). To observe an electron, we can illuminate it with “light” or electromagnetic radiation. The “light” used must have a wavelength smaller than the dimensions of an electron. The high momentum photons of such light p h =      would change the energy of electrons by collisions."
107,Chemistry,02 Structure of atom,"In this process we, no doubt, would be able to calculate the position of the electron, but we would know very little about the velocity of the electron after the collision. Significance of Uncertainty Principle One of the important implications of the Heisenberg Uncertainty Principle is that it rules out existence of definite paths or trajectories of electrons and other similar particles. The trajectory of an object is determined by its location and velocity at various moments. If we know where a body is at a particular instant and if we also know its velocity and the forces acting on it at that instant, we can tell where the body would be sometime later. We, therefore, conclude that the position of an object and its velocity fix its trajectory."
108,Chemistry,02 Structure of atom,"Since for a sub-atomic object such as an electron, it is not possible simultaneously to determine the position and velocity at any given instant to an arbitrary degree of precision, it is not possible to talk of the trajectory of an electron. The effect of Heisenberg Uncertainty Principle is significant only for motion of microscopic objects and is negligible for that of macroscopic objects. This can be seen from the following examples. If uncertainty principle is applied to an object of mass, say about a milligram (10–6 kg), then Werner Heisenberg (1901 – 1976) Werner Heisenberg (1901 – 1976) received his Ph.D. in physics from the University of Munich in 1923."
109,Chemistry,02 Structure of atom,"He then spent a year working with Max Born at Gottingen and three years with Niels Bohr in Copenhagen. He was professor of physics at the University of Leipzig from 1927 to 1941. During World War II, Heisenberg was in charge of German research on the atomic bomb. After the war he was named director of Max Planck Institute for physics in Gottingen. He was also accomplished mountain climber."
110,Chemistry,02 Structure of atom,"Heisenberg was awarded the Nobel Prize in Physics in 1932. Reprint 2026-27 52 chemistry The value of ∆v∆x obtained is extremely small and is insignificant. Therefore, one may say that in dealing with milligram- sized or heavier objects, the associated uncertainties are hardly of any real consequence. In the case of a microscopic object like an electron on the other hand. ∆v.∆x obtained is much larger and such uncertainties are of real consequence."
111,Chemistry,02 Structure of atom,"For example, for an electron whose mass is 9.11×10–31 kg., according to Heisenberg uncertainty principle It, therefore, means that if one tries to find the exact location of the electron, say to an uncertainty of only 10–8 m, then the uncertainty ∆v in velocity would be 10 10 10 4 2 1 8 4 1      m s m ms which is so large that the classical picture of electrons moving in Bohr’s orbits (fixed) cannot hold good. It, therefore, means that the precise statements of the position and momentum of electrons have to be replaced by the statements of probability, that the electron has at a given position and momentum. This is what happens in the quantum mechanical model of atom. = 0.579×107 m s–1 (1J = 1 kg m2 s–2) = 5.79×106 m s–1 Problem 2.16 A golf ball has a mass of 40g, and a speed of 45 m/s. If the speed can be measured within accuracy of 2%, calculate the uncertainty in the position."
112,Chemistry,02 Structure of atom,"Solution The uncertainty in the speed is 2%, i.e., Using the equation (2.22) = 1.46×10–33 m This is nearly ~ 1018 times smaller than the diameter of a typical atomic nucleus. As mentioned earlier for large particles, the uncertainty principle sets no meaningful limit to the precision of measurements. Reasons for the Failure of the Bohr Model One can now understand the reasons for the failure of the Bohr model. In Bohr model, an electron is regarded as a charged particle moving in well defined circular orbits about the nucleus. The wave character of the electron is not considered in Bohr model."
113,Chemistry,02 Structure of atom,"Further, an orbit is a clearly defined path and this path can completely be defined only if both the position and the velocity of the electron are known exactly at the same time. This is not possible according to the Heisenberg uncertainty principle. Bohr model of the hydrogen atom, therefore, not only ignores dual behaviour of matter but also contradicts Heisenberg uncertainty principle. Problem 2.15 A microscope using suitable photons is employed to locate an electron in an atom within a distance of 0.1 Å. What is the uncertainty involved in the measurement of its velocity?"
114,Chemistry,02 Structure of atom,"Solution ∆ x ∆p = or ∆ x m ∆ v Reprint 2026-27 53 structure of atom In view of these inherent weaknesses in the Bohr model, there was no point in extending Bohr model to other atoms. In fact an insight into the structure of the atom was needed which could account for wave-particle duality of matter and be consistent with Heisenberg uncertainty principle. This came with the advent of quantum mechanics. 2.6 Quantum Mechanical Model of Atom Classical mechanics, based on Newton’s laws of motion, successfully describes the motion of all macroscopic objects such as a falling stone, orbiting planets etc., which have essentially a particle-like behaviour as shown in the previous section. However it fails when applied to microscopic objects like electrons, atoms, molecules etc."
115,Chemistry,02 Structure of atom,This is mainly because of the fact that classical mechanics ignores the concept of dual behaviour of matter especially for sub-atomic particles and the uncertainty principle. The branch of science that takes into account this dual behaviour of matter is called quantum mechanics. Quantum mechanics is a theoretical science that deals with the study of the motions of the microscopic objects that have both observable wave like and particle like properties. It specifies the laws of motion that these objects obey. When quantum mechanics is applied to macroscopic objects (for which wave like properties are insignificant) the results are the same as those from the classical mechanics.
116,Chemistry,02 Structure of atom,"Quantum mechanics was developed independently in 1926 by Werner Heisenberg and Erwin Schrödinger. Here, however, we shall be discussing the quantum mechanics which is based on the ideas of wave motion. The fundamental equation of quantum mechanics was developed by Schrödinger and it won him the Nobel Prize in Physics in 1933. This equation which incorporates wave- particle duality of matter as proposed by de Broglie is quite complex and knowledge of higher mathematics is needed to solve it. You will learn its solutions for different systems in higher classes."
117,Chemistry,02 Structure of atom,"For a system (such as an atom or a molecule whose energy does not change with time) the Schrödinger equation is written as where is a mathematical operator called Hamiltonian. Schrödinger gave a recipe of constructing this operator from the expression for the total energy of the system. The total energy of the system takes into account the kinetic energies of all the sub-atomic particles (electrons, nuclei), attractive potential between the electrons and nuclei and repulsive potential among the electrons and nuclei individually. Solution of this equation gives E and ψ. Hydrogen Atom and the Schrödinger Equation When Schrödinger equation is solved for hydrogen atom, the solution gives the possible energy levels the electron can occupy and the corresponding wave function(s) (ψ) of the electron associated with each energy level."
118,Chemistry,02 Structure of atom,"These quantized energy states and corresponding wave functions which are characterized by a set of three quantum numbers (principal quantum number n, azimuthal quantum number l and magnetic quantum number ml ) arise as a natural consequence in the solution of the Schrödinger equation. When an electron is in any energy state, the wave function Erwin Schrödinger, an Austrian physicist received his Ph.D. in theoretical physics from the University of Vienna in 1910. In 1927 Schrödinger succeeded Max Planck at the University of Berlin at Planck’s request. In 1933, Schrödinger left Berlin because of his opposition to Hitler and Nazi policies and returned to Austria in 1936."
119,Chemistry,02 Structure of atom,"After the invasion of Austria by Germany, Schrödinger was forcibly removed from his professorship. He then moved to Dublin, Ireland where he remained for seventeen years. Schrödinger shared the Nobel Prize for Physics with P.A.M. Erwin Schrödinger (1887–1961) Reprint 2026-27 54 chemistry corresponding to that energy state contains all information about the electron. The wave function is a mathematical function whose value depends upon the coordinates of the electron in the atom and does not carry any physical meaning."
120,Chemistry,02 Structure of atom,Such wave functions of hydrogen or hydrogen like species with one electron are called atomic orbitals. Such wave functions pertaining to one-electron species are called one-electron systems. The probability of finding an electron at a point within an atom is proportional to the |ψ|2 at that point. The quantum mechanical results of the hydrogen atom successfully predict all aspects of the hydrogen atom spectrum including some phenomena that could not be explained by the Bohr model. Application of Schrödinger equation to multi-electron atoms presents a difficulty: the Schrödinger equation cannot be solved exactly for a multi-electron atom.
121,Chemistry,02 Structure of atom,"This difficulty can be overcome by using approximate methods. Such calculations with the aid of modern computers show that orbitals in atoms other than hydrogen do not differ in any radical way from the hydrogen orbitals discussed above. The principal difference lies in the consequence of increased nuclear charge. Because of this all the orbitals are somewhat contracted. Further, as you shall see later (in subsections 2.6.3 and 2.6.4), unlike orbitals of hydrogen or hydrogen like species, whose energies depend only on the quantum number n, the energies of the orbitals in multi-electron atoms depend on quantum numbers n and l."
122,Chemistry,02 Structure of atom,"Important Features of the Quantum Mechanical Model of Atom Quantum mechanical model of atom is the picture of the structure of the atom, which emerges from the application of the Schrödinger equation to atoms. The following are the important features of the quantum-mechanical model of atom: 1. The energy of electrons in atoms is quantized (i.e., can only have certain specific values), for example when electrons are bound to the nucleus in atoms. The existence of quantised electronic energy levels is a direct result of the wave like properties of electrons and are allowed solutions of Schrödinger wave equation. Both the exact position and exact velocity of an electron in an atom cannot be determined simultaneously (Heisenberg uncertainty principle)."
123,Chemistry,02 Structure of atom,"The path of an electron in an atom therefore, can never be determined or known accurately. That is why, as you shall see later on, one talks of only probability of finding the electron at different points in an atom. An atomic orbital is the wave function ψ for an electron in an atom. Whenever an electron is described by a wave function, we say that the electron occupies that orbital. Since many such wave functions are possible for an electron, there are many atomic orbitals in an atom."
124,Chemistry,02 Structure of atom,"These “one electron orbital wave functions” or orbitals form the basis of the electronic structure of atoms. In each orbital, the electron has a definite energy. An orbital cannot contain more than two electrons. In a multi-electron atom, the electrons are filled in various orbitals in the order of increasing energy. For each electron of a multi-electron atom, there shall, therefore, be an orbital wave function characteristic of the orbital it occupies."
125,Chemistry,02 Structure of atom,"All the information about the electron in an atom is stored in its orbital wave function ψ and quantum mechanics makes it possible to extract this information out of ψ. The probability of finding an electron at a point within an atom is proportional to the square of the orbital wave function i.e., |ψ|2 at that point. |ψ|2 is known as probability density and is always positive. From the value of |ψ|2 at different points within an atom, it is possible to predict the region around the nucleus where electron will most probably be found. 2.6.1 Orbitals and Quantum Numbers A large number of orbitals are possible in an atom."
126,Chemistry,02 Structure of atom,"Qualitatively these orbitals can Reprint 2026-27 55 structure of atom be distinguished by their size, shape and orientation. An orbital of smaller size means there is more chance of finding the electron near the nucleus. Similarly shape and orientation mean that there is more probability of finding the electron along certain directions than along others. Atomic orbitals are precisely distinguished by what are known as quantum numbers. Each orbital is designated by three quantum numbers labelled as n, l and ml."
127,Chemistry,02 Structure of atom,"The principal quantum number ‘n’ is a positive integer with value of n = 1,2,3....... The principal quantum number determines the size and to large extent the energy of the orbital. For hydrogen atom and hydrogen like species (He+, Li2+, .... etc.) energy and size of the orbital depends only on ‘n’. The principal quantum number also identifies the shell."
128,Chemistry,02 Structure of atom,"With the increase in the value of ‘n’, the number of allowed orbital increases and are given by ‘n2’ All the orbitals of a given value of ‘n’ constitute a single shell of atom and are represented by the following letters n = 1 2 3 4 ............ Shell = K L M N ............ Size of an orbital increases with increase of principal quantum number ‘n’. In other words the electron will be located away from the nucleus. Since energy is required in shifting away the negatively charged electron from the positively charged nucleus, the energy of the orbital will increase with increase of n."
129,Chemistry,02 Structure of atom,"Azimuthal quantum number. ‘l’ is also known as orbital angular momentum or subsidiary quantum number. It defines the three-dimensional shape of the orbital. For a given value of n, l can have n values ranging from 0 to n – 1, that is, for a given value of n, the possible value of l are : l = 0, 1, 2, .......... (n–1) For example, when n = 1, value of l is only 0."
130,Chemistry,02 Structure of atom,"For n = 2, the possible value of l can be 0 and 1. For n = 3, the possible l values are 0, 1 and 2. Each shell consists of one or more sub-shells or sub-levels. The number of sub-shells in a principal shell is equal to the value of n. For example in the first shell (n = 1), there is only one sub-shell which corresponds to l = 0."
131,Chemistry,02 Structure of atom,"There are two sub-shells (l = 0, 1) in the second shell (n = 2), three (l = 0, 1, 2) in third shell (n = 3) and so on. Each sub-shell is assigned an azimuthal quantum number (l). Sub-shells corresponding to different values of l are represented by the following symbols. Value for l : 0 1 2 3 4 5 ............ notation for s p d f g h ............"
132,Chemistry,02 Structure of atom,"sub-shell Table 2.4 shows the permissible values of ‘l ’ for a given principal quantum number and the corresponding sub-shell notation. Magnetic orbital quantum number. ‘ml’ gives information about the spatial orientation of the orbital with respect to standard set of co-ordinate axis. For any sub-shell (defined by ‘l’ value) 2l+1 values of ml are possible and these values are given by : ml = – l, – (l–1), – (l–2)... (l–2), (l–1), l Thus for l = 0, the only permitted value of ml = 0, [2(0)+1 = 1, one s orbital]."
133,Chemistry,02 Structure of atom,"For l = 1, ml can be –1, 0 and +1 [2(1)+1 = 3, three p orbitals]. For l = 2, ml = –2, –1, 0, +1 and +2, [2(2)+1 = 5, five d orbitals]. It should be noted that the values of ml are derived from l and that the value of l are derived from n. Table 2.4 Subshell Notations n l Subshell notation 1 2 2 3 3 3 4 4 4 4 0 0 1 0 1 2 0 1 2 3 1s 2s 2p 3s 3p 3d 4s 4p 4d 4f Reprint 2026-27 56 chemistry Each orbital in an atom, therefore, is defined by a set of values for n, l and ml. An orbital described by the quantum numbers n = 2, l = 1, ml = 0 is an orbital in the p sub- shell of the second shell."
